rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
53,2006,A free energy principle for the brain.,"Karl J. Friston, J. Kilner, L. Harrison",Journal of Physiology - Paris,2006-07-01,1313,67,140.25,General Brain Science and Reviews,,Positions A free energy principle for the brain. within General Brain Science and Reviews.,"high citation signal (1,313); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.JPHYSPARIS.2006.10.001,641a9d87b9636d4ef2e353a569ddede68bd29131,https://doi.org/10.1016/J.JPHYSPARIS.2006.10.001,https://journals.openedition.org/annuaire-cdf/pdf/296,,Review; JournalArticle,unknown,brain; brain in title,
54,2006,Phosphorylation of Ser-129 Is the Dominant Pathological Modification of α-Synuclein in Familial and Sporadic Lewy Body Disease*,"John P. Anderson, D. Walker, J. Goldstein, Rian de Laat, Kelly Banducci, R. Caccavello, et al.",Journal of Biological Chemistry,2006-10-06,1302,86,135.3,Clinical Neurology and Neurodegeneration,human,"A comprehensive, unbiased inventory of synuclein forms present in Lewy bodies from patients with dementia with Lewy bodies was carried out using two-dimensional immunoblot analysis, novel sandwich enzyme-linked immunosorbent assays with modification-specific synuclein antibodies, and mass spectroscopy.","high citation signal (1,302); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1074/jbc.M600933200,cb9487ae7b99badf2af07474e847e1ba8f74fd4c,https://doi.org/10.1074/jbc.M600933200,http://www.jbc.org/article/S0021925819338815/pdf,,JournalArticle,unknown,brain,"A comprehensive, unbiased inventory of synuclein forms present in Lewy bodies from patients with dementia with Lewy bodies was carried out using two-dimensional immunoblot analysis, novel sandwich enzyme-linked immunosorbent assays with modification-specific synuclein antibodies, and mass spectroscopy. The predominant modification of α-synuclein in Lewy bodies is a single phosphorylation at Ser-129. In addition, there is a set of characteristic modifications that are present to a lesser extent, including ubiquitination at Lys residues 12, 21, and 23 and specific truncations at Asp-115, Asp-119, Asn-122, Tyr-133, and Asp-135. No other modifications are detectable by tandem mass spectrometry mapping, except for a ubiquitous N-terminal acetylation. Small amounts of Ser-129 phosphorylated and Asp-119-truncated α-synuclein are present in the soluble fraction of both normal and disease brains, suggesting that these Lewy body-associated forms are produced during normal metabolism of α-synuclein. In contrast, ubiquitination is only detected in Lewy bodies and is primarily present on phosphorylated synuclein; it therefore likely occurs after phosphorylated synuclein has deposited into Lewy bodies. This invariant pattern of specific phosphorylation, truncation, and ubiquitination is also present in the detergent-insoluble fraction of brain from patients with familial Parkinson's disease (synuclein A53T mutation) as well as multiple system atrophy, suggesting a common pathogenic pathway for both genetic and sporadic Lewy body diseases. These observations are most consistent with a model in which preferential accumulation of normally produced Ser-129 phosphorylated α-synuclein is the key event responsible for the formation of Lewy bodies in various Lewy body diseases."
55,2006,Philosophical Foundations of Neuroscience,"M. Bennett, P. Hacker",History &amp; Philosophy of Psychology,2006,1292,101,148.36,Cognitive and Systems Neuroscience,human;non-human,Preface. Part I: Philosophical Problems In Neuroscience: Their Historical and Conceptual Roots: 1.,"high citation signal (1,292); open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1467-9205.2005.00251.x,10d4683256b63a73041fbb67662e250e6cf31d07,https://doi.org/10.1111/j.1467-9205.2005.00251.x,https://www.gbv.de/dms/bowker/toc/9781119530978.pdf,,paper,unknown,brain; cortex; cortical; neuroscience; neuroscience term,"Preface. Part I: Philosophical Problems In Neuroscience: Their Historical and Conceptual Roots: 1. The Early Growth Of Neuroscientific Knowledge: The Integrative Action Of The Nervous System. Aristotle, Galen and Nemesius: The Origins Of The Ventricular Doctrine. Fernel and Descartes: The Demise Of The Ventricular Doctrine. The Cortical Doctrine Of Willis and Its Aftermath. The Conception Of A Reflex: Bell, Magendie and Marshall Hall. Localizing Function In The Cortex: Broca, Fritz and Hitzig. The Integrative Action Of The Nervous System: Sherrington. 2. The Cortex and The Mind In The Work Of Sherrington and His Proteges. Charles Sherrington: The Continuing Cartesian Impact. Edgar Adrian: Hesitant Cartesianism. John Eccles and The 'Liaison Brain'. Wilder Penfield and The 'Highest Brain Mechanism'. 3. The Mereological Fallacy and Its Manifestation In Contemporary Neuroscientific Thought. Mereological Confusions In Cognitive Neuroscience: (Crick, Edelman, Blakemore, Young, Frisby, Gregory, Marr, Johnson-Laird). Methodological Qualms: (Ullman, P. S. Churchland, Blakemore, Zeki, Young, Milner Squire and Kandel, Marr, Frisby, Sperry). On The Grounds For Ascribing Psychological Predicates To A Being: (Crick, Baars). On The Grounds For Misascribing Psychological Predicates To An Inner Entity: (Damasio, Edelman and Tononi, Kosslyn and Ochsner, Searle, James, Libet, Humphrey, Blakemore, Crick). The Inner: (Damasio). Introspection: (Humphrey, Johnson-Laird, Weiskrantz). Privileged Access: Direct and Indirect: (Blakemore). Privacy Or Subjectivity: (Searle). The Meaning Of Psychological Predicates and How They Are Learnt: (Searle). Of The Mind and Its Nature: (Gazzaniga, Doty). Part II: Human Faculties and Contemporary Neuroscience: an Analysis: Preliminaries. Brain-Body Dualism: (Kandel Schwartz and Jessell, Libet). The Project: (Gazzaniga). The Category Of The Psychological: (Nagel, P. M. Churchland and P. S. Churchland). 4. Sensation and Perception. Sensation: (Searle, Libet, Geldard and Sherrick). Perception: (Ledoux, Crick). Perception As The Causation Of Sensations: Primary and Secondary Qualities: (Kandel Schwartz and Jessell, Rock). Perception As Hypothesis Formation: Helmholtz: (Helmholtz, Gregory, Glynn, Young)."
56,2006,A systematic review of brain injury epidemiology in Europe,"F. Tagliaferri, C. Compagnone, M. Koršič, F. Servadei, J. Kraus",Acta Neurochirurgica,2006-03-01,1290,95,144.94,General Brain Science and Reviews,,Positions A systematic review of brain injury epidemiology in Europe within General Brain Science and Reviews.,"high citation signal (1,290); synthesis or review value","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/s00701-005-0651-y,5c700e7dd7d628a73f6cd34ae67656d54930b45c,https://doi.org/10.1007/s00701-005-0651-y,,,Review; JournalArticle,unknown,brain; brain in title,
57,2006,Grouping of brain rhythms in corticothalamic systems.,M. Steriade,Neuroscience,2006,1289,112,148.92,General Brain Science and Reviews,,Positions Grouping of brain rhythms in corticothalamic systems. within General Brain Science and Reviews.,"high citation signal (1,289); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEUROSCIENCE.2005.10.029,672c40468d7409acf579db860a0147088fdc933b,https://doi.org/10.1016/J.NEUROSCIENCE.2005.10.029,,,Review; JournalArticle,unknown,brain; brain in title,
58,2006,fMRI resting state networks define distinct modes of long-distance interactions in the human brain,"M. D. Luca, C. Beckmann, N. Stefano, P. Matthews, Stephen M. Smith",NeuroImage,2006-02-15,1276,88,156.34,Neuroimaging and Brain Mapping,fMRI;human;connectome,Positions fMRI resting state networks define distinct modes of long-distance interactions in the human brain within Neuroimaging and Brain Mapping.,"high citation signal (1,276); recognized venue; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/J.NEUROIMAGE.2005.08.035,d435ebe894cbef8c03b055eec2ce47e7a66f6525,https://doi.org/10.1016/J.NEUROIMAGE.2005.08.035,,,JournalArticle,unknown,brain; fmri; mri; brain in title,
59,2006,A specific amyloid-beta protein assembly in the brain impairs memory.,"Sylvain E. Lesné, M. T. Koh, L. Kotilinek, R. Kayed, C. Glabe, A. Yang, et al.",Nature,2006,1266,87,148.6,Cognitive and Systems Neuroscience,,Positions A specific amyloid-beta protein assembly in the brain impairs memory. within Cognitive and Systems Neuroscience.,"high citation signal (1,266); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,182594d1056a20af61859c0eff065e68abcb3cad,https://www.semanticscholar.org/paper/182594d1056a20af61859c0eff065e68abcb3cad,,,JournalArticle,unknown,brain; brain in title,
60,2006,Bone marrow-derived microglia play a critical role in restricting senile plaque formation in Alzheimer's disease.,"Alain R Simard, D. Soulet, G. Gowing, J. Julien, S. Rivest",Neuron,2006-02-16,1249,52,147.36,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Bone marrow-derived microglia play a critical role in restricting senile plaque formation in Alzheimer's disease. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,249); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEURON.2006.01.022,5e30be3cd03f5d06d58f8c0ba6931d3bec0bf5ec,https://doi.org/10.1016/J.NEURON.2006.01.022,http://www.cell.com/article/S0896627306000754/pdf,,JournalArticle; Study,unknown,glia; microglia,
61,2006,"Neurovascular coupling in the normal brain and in hypertension, stroke, and Alzheimer disease.","H. Girouard, C. Iadecola",Journal of applied physiology,2006,1247,60,136.33,Clinical Neurology and Neurodegeneration,,"Positions Neurovascular coupling in the normal brain and in hypertension, stroke, and Alzheimer disease. within Clinical Neurology and Neurodegeneration.","high citation signal (1,247)","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/JAPPLPHYSIOL.00966.2005,d78c9ddb65a4b5724f283d1a69a6b724e9830ead,https://doi.org/10.1152/JAPPLPHYSIOL.00966.2005,,,Review; JournalArticle,unknown,brain; brain in title,
62,2006,Bone morphogenetic proteins inhibit the tumorigenic potential of human brain tumour-initiating cells,"S. Piccirillo, B. Reynolds, N. Zanetti, G. Lamorte, Elena Binda, G. Broggi, et al.",Nature,2006-12-07,1213,57,149.03,General Brain Science and Reviews,human,Positions Bone morphogenetic proteins inhibit the tumorigenic potential of human brain tumour-initiating cells within General Brain Science and Reviews.,"high citation signal (1,213); recognized venue; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/nature05349,58b50262471a694103f129f68508c4189af5f363,https://doi.org/10.1038/nature05349,,,JournalArticle,unknown,brain; brain in title,
63,2006,GABA regulates synaptic integration of newly generated neurons in the adult brain,"S. Ge, E. Goh, K. Sailor, Yasuji Kitabatake, G. Ming, Hongjun Song",Nature,2006-02-02,1209,108,161.17,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"Positions GABA regulates synaptic integration of newly generated neurons in the adult brain within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,209); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nature04404,141dccee94c1066953dfc9aec7a3ac84ec2ba6cf,https://doi.org/10.1038/nature04404,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1420640,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
64,2006,Serotonin transporter promoter gain-of-function genotypes are linked to obsessive-compulsive disorder.,"Xian-zhang Hu, Robert Lipsky, Guanshan Zhu, Longina A. Akhtar, J. Taubman, B. Greenberg, et al.",American Journal of Human Genetics,2006-05-01,1205,130,138.31,"EEG, MEG, and Electrophysiology",ECoG;human;non-human,"A functional serotonin transporter promoter polymorphism, HTTLPR, alters the risk of disease as well as brain morphometry and function.","high citation signal (1,205); open-access PDF metadata; human evidence signal","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1086/503850,92b771ad4c31a4f3ddff23d95f8563db2f2894b0,https://doi.org/10.1086/503850,http://www.cell.com/article/S0002929707638166/pdf,,JournalArticle,unknown,brain; ecog,"A functional serotonin transporter promoter polymorphism, HTTLPR, alters the risk of disease as well as brain morphometry and function. Here, we show that HTTLPR is functionally triallelic. The L(G) allele, which is the L allele with a common G substitution, creates a functional AP2 transcription-factor binding site. Expression assays in 62 lymphoblastoid cell lines representing the six genotypes and in transfected raphe-derived cells showed codominant allele action and low, nearly equivalent expression for the S and L(G) alleles, accounting for more variation in HTT expression than previously recognized. The gain-of-function L(A)L(A) genotype was approximately twice as common in 169 whites with obsessive-compulsive disorder (OCD) than in 253 ethnically matched controls. We performed a replication study in 175 trios consisting of probands with OCD and their parents. The L(A) allele was twofold overtransmitted to the patients with OCD. The HTTLPR L(A)L(A) genotype exerts a moderate (1.8-fold) effect on risk of OCD, which crystallizes the evidence that the HTT gene has a role in OCD."
65,2006,"Differential aging of the brain: patterns, cognitive correlates and modifiers.","N. Raz, K. Rodrigue",Neuroscience and Biobehavioral Reviews,2006,1204,56,150.7,General Brain Science and Reviews,,"Positions Differential aging of the brain: patterns, cognitive correlates and modifiers. within General Brain Science and Reviews.","high citation signal (1,204); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEUBIOREV.2006.07.001,7014a930f1b842ab8c858313fa51e81691dcb9a0,https://doi.org/10.1016/J.NEUBIOREV.2006.07.001,https://europepmc.org/articles/pmc6601348?pdf=render,,Review; JournalArticle,unknown,brain; brain in title,
66,2006,"Economic, neurobiological, and behavioral perspectives on building America's future workforce","Eric I. Knudsen, James J. Heckman, Judy L. Cameron, J. Shonkoff",Proceedings of the National Academy of Sciences of the United States of America,2006-06-01,1195,32,148.96,"Brain Development, Plasticity, and Connectomics",human;non-human,A growing proportion of the U.S. workforce will have been raised in disadvantaged environments that are associated with relatively high proportions of individuals with diminished cognitive and social skills.,"high citation signal (1,195); recognized venue; open-access PDF metadata; human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1073/pnas.0600888103,3281c2a6422c5fed972215b82e9a6aa0a41f7d69,https://doi.org/10.1073/pnas.0600888103,https://europepmc.org/articles/pmc1502427?pdf=render,,JournalArticle,unknown,brain; neural,"A growing proportion of the U.S. workforce will have been raised in disadvantaged environments that are associated with relatively high proportions of individuals with diminished cognitive and social skills. A cross-disciplinary examination of research in economics, developmental psychology, and neurobiology reveals a striking convergence on a set of common principles that account for the potent effects of early environment on the capacity for human skill development. Central to these principles are the findings that early experiences have a uniquely powerful influence on the development of cognitive and social skills and on brain architecture and neurochemistry, that both skill development and brain maturation are hierarchical processes in which higher level functions depend on, and build on, lower level functions, and that the capacity for change in the foundations of human skill development and neural circuitry is highest earlier in life and decreases over time. These findings lead to the conclusion that the most efficient strategy for strengthening the future workforce, both economically and neurobiologically, and improving its quality of life is to invest in the environments of disadvantaged children during the early childhood years."
67,2006,Cost of disorders of the brain in Europe.,"M. De Hert, J. Peuskens",European Journal of Neurology,2006,1193,63,147.53,Clinical Neurology and Neurodegeneration,,Positions Cost of disorders of the brain in Europe. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,193); recognized venue","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,0de27e13a09637ec4a30e106a29f9304146ce9ed,https://www.semanticscholar.org/paper/0de27e13a09637ec4a30e106a29f9304146ce9ed,,,LettersAndComments,unknown,brain; brain in title,
68,2006,"Early aging and age-related pathologies in mice deficient in BMAL1, the core componentof the circadian clock.","R. Kondratov, A. Kondratova, V. Gorbacheva, Olena V. Vykhovanets, M. Antoch",Genes & Development,2006-07-15,1161,46,133.24,"Brain Development, Plasticity, and Connectomics",non-human,Mice deficient in the circadian transcription factor BMAL1 (brain and muscle ARNT-like protein) have impaired circadian behavior and demonstrate loss of rhythmicity in the expression of target genes.,"high citation signal (1,161); open-access PDF metadata","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1101/GAD.1432206,a2f5e8250adbcb6f9ad378319352b92879e9a5ff,https://doi.org/10.1101/GAD.1432206,http://genesdev.cshlp.org/content/20/14/1868.full.pdf,,JournalArticle,unknown,brain,"Mice deficient in the circadian transcription factor BMAL1 (brain and muscle ARNT-like protein) have impaired circadian behavior and demonstrate loss of rhythmicity in the expression of target genes. Here we report that Bmal1(-/-) mice have reduced lifespans and display various symptoms of premature aging including sarcopenia, cataracts, less subcutaneous fat, organ shrinkage, and others. The early aging phenotype correlates with increased levels of reactive oxygen species in some tissues of the Bmal1(-/- )animals. These findings, together with data on CLOCK/BMAL1-dependent control of stress responses, may provide a mechanistic explanation for the early onset of age-related pathologies in the absence of BMAL1."
69,2006,Working memory as an emergent property of the mind and brain.,B. Postle,Neuroscience,2006-04-28,1154,94,149.93,General Brain Science and Reviews,,Positions Working memory as an emergent property of the mind and brain. within General Brain Science and Reviews.,"high citation signal (1,154); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEUROSCIENCE.2005.06.005,fe8e5fa9e3bf32a014ba8e7376ebbd7d05dc7dc7,https://doi.org/10.1016/J.NEUROSCIENCE.2005.06.005,https://europepmc.org/articles/pmc1428794?pdf=render,,Review; JournalArticle,unknown,brain; brain in title,
70,2006,Translocation of Inhaled Ultrafine Manganese Oxide Particles to the Central Nervous System,"A. Elder, R. Gelein, V. Silva, Tessa Feikert, L. Opanashuk, J. Carter, et al.",Environmental Health Perspectives,2006-04-20,1153,44,148.32,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,Background Studies in monkeys with intranasally instilled gold ultrafine particles (UFPs; < 100 nm) and in rats with inhaled carbon UFPs suggested that solid UFPs deposited in the nose travel along the olfactory nerve to the olfactory bulb.,"high citation signal (1,153); open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1289/ehp.9030,cd939fe57ef58d4cb17e862cfba018358573c2a6,https://doi.org/10.1289/ehp.9030,https://doi.org/10.1289/ehp.9030,,JournalArticle,unknown,brain; cortex; neuron; cerebellum; glia; neuroscience term,"Background Studies in monkeys with intranasally instilled gold ultrafine particles (UFPs; < 100 nm) and in rats with inhaled carbon UFPs suggested that solid UFPs deposited in the nose travel along the olfactory nerve to the olfactory bulb. Methods To determine if olfactory translocation occurs for other solid metal UFPs and assess potential health effects, we exposed groups of rats to manganese (Mn) oxide UFPs (30 nm; ~ 500 μg/m3) with either both nostrils patent or the right nostril occluded. We analyzed Mn in lung, liver, olfactory bulb, and other brain regions, and we performed gene and protein analyses. Results After 12 days of exposure with both nostrils patent, Mn concentrations in the olfactory bulb increased 3.5-fold, whereas lung Mn concentrations doubled; there were also increases in striatum, frontal cortex, and cerebellum. Lung lavage analysis showed no indications of lung inflammation, whereas increases in olfactory bulb tumor necrosis factor-α mRNA (~ 8-fold) and protein (~ 30-fold) were found after 11 days of exposure and, to a lesser degree, in other brain regions with increased Mn levels. Macrophage inflammatory protein-2, glial fibrillary acidic protein, and neuronal cell adhesion molecule mRNA were also increased in olfactory bulb. With the right nostril occluded for a 2-day exposure, Mn accumulated only in the left olfactory bulb. Solubilization of the Mn oxide UFPs was < 1.5% per day. Conclusions We conclude that the olfactory neuronal pathway is efficient for translocating inhaled Mn oxide as solid UFPs to the central nervous system and that this can result in inflammatory changes. We suggest that despite differences between human and rodent olfactory systems, this pathway is relevant in humans."
71,2006,Fiber Pathways of the Brain,"J. Schmahmann, D. Pandya",Unknown venue,2006-03-23,1145,146,134.79,General Brain Science and Reviews,,Positions Fiber Pathways of the Brain within General Brain Science and Reviews.,"high citation signal (1,145)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/acprof:oso/9780195104233.001.0001,4f0bfdbbec40adf4048fdfb0930881b9ab8b8968,https://doi.org/10.1093/acprof:oso/9780195104233.001.0001,,,paper,unknown,brain; brain in title,
72,2006,"Resolution of inflammation: state of the art, definitions and terms","Charles N Serhan, S. Brain, C. Buckley, D. Gilroy, C. Haslett, Luke A. J. O'Neill, et al.",The FASEB Journal,2006-12-13,1145,41,132.99,General Brain Science and Reviews,non-human,"A recent focus meeting on Controlling Acute Inflammation was held in London, April 27-28, 2006, organized by D.W.","high citation signal (1,145); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1096/fj.06-7227rev,95201249b0b431ac91b296ca9d800a148b3fa66a,https://doi.org/10.1096/fj.06-7227rev,https://www.pure.ed.ac.uk/ws/files/8734862/Resolution_of_inflammation.pdf,,Review; JournalArticle,unknown,brain,"A recent focus meeting on Controlling Acute Inflammation was held in London, April 27-28, 2006, organized by D.W. Gilroy and S.D. Brain for the British Pharmacology Society. We concluded at the meeting that a consensus report was needed that addresses the rapid progress in this emerging field and details how the specific study of resolution of acute inflammation provides leads for novel anti-inflammatory therapeutics, as well as defines the terms and key components of interest in the resolution process within tissues as appreciated today. The inflammatory response protects the body against infection and injury but can itself become dysregulated with deleterious consequences to the host. It is now evident that endogenous biochemical pathways activated during defense reactions can counter-regulate inflammation and promote resolution. Hence, resolution is an active rather than a passive process, as once believed, which now promises novel approaches for the treatment of inflammation-associated diseases based on endogenous agonists of resolution.-Serhan, C. N., Brain, S. D., Buckley, C. D., Gilroy, D. W., Haslett, C., O'Neill, L. A. J., Perretti, M., Rossi, A. G., Wallace, J. L. Resolution of inflammation: state of the art, definitions and terms. FASEB J. 21, 325-332 (2007)"
73,2006,Mitochondria are a direct site of A beta accumulation in Alzheimer's disease neurons: implications for free radical generation and oxidative damage in disease progression.,"M. Mańczak, T. Anekonda, E. Henson, Byung S Park, J. Quinn, P. Reddy",Human Molecular Genetics,2006-05-01,1141,40,140.13,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"Positions Mitochondria are a direct site of A beta accumulation in Alzheimer's disease neurons: implications for free radical generation and oxidative damage in disease progression. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,141); open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1093/HMG/DDL066,006b5de909df9fc4679fb089899d8a74f53ee906,https://doi.org/10.1093/HMG/DDL066,https://academic.oup.com/hmg/article-pdf/15/9/1437/17243237/ddl066.pdf,,JournalArticle,unknown,neuron; neuroscience term,
74,2006,Bidirectional control of CNS capillary diameter by pericytes,"C. Peppiatt, C. Howarth, P. Mobbs, D. Attwell",Nature,2006-10-01,1128,56,151.12,Neuroimaging and Brain Mapping,fMRI;non-human;stimulation,"Neural activity increases local blood flow in the central nervous system (CNS), which is the basis of BOLD (blood oxygen level dependent) and PET (positron emission tomography) functional imaging techniques.","high citation signal (1,128); recognized venue; open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nature05193,ff5054dc29e142e7cd536f2d4771c922a9fcf2b1,https://doi.org/10.1038/nature05193,https://europepmc.org/articles/pmc1761848?pdf=render,,JournalArticle,unknown,brain; neural; cerebellum,"Neural activity increases local blood flow in the central nervous system (CNS), which is the basis of BOLD (blood oxygen level dependent) and PET (positron emission tomography) functional imaging techniques. Blood flow is assumed to be regulated by precapillary arterioles, because capillaries lack smooth muscle. However, most (65%) noradrenergic innervation of CNS blood vessels terminates near capillaries rather than arterioles, and in muscle and brain a dilatory signal propagates from vessels near metabolically active cells to precapillary arterioles, suggesting that blood flow control is initiated in capillaries. Pericytes, which are apposed to CNS capillaries and contain contractile proteins, could initiate such signalling. Here we show that pericytes can control capillary diameter in whole retina and cerebellar slices. Electrical stimulation of retinal pericytes evoked a localized capillary constriction, which propagated at ∼2 µm s-1 to constrict distant pericytes. Superfused ATP in retina or noradrenaline in cerebellum resulted in constriction of capillaries by pericytes, and glutamate reversed the constriction produced by noradrenaline. Electrical stimulation or puffing GABA (γ-amino butyric acid) receptor blockers in the inner retina also evoked pericyte constriction. In simulated ischaemia, some pericytes constricted capillaries. Pericytes are probably modulators of blood flow in response to changes in neural activity, which may contribute to functional imaging signals and to CNS vascular disease."
75,2006,Astrocyte-mediated control of cerebral blood flow,"T. Takano, G. Tian, Weiguo Peng, Nanhong Lou, W. Libionka, Xiaoning Han, et al.",Nature Neuroscience,2006-02-01,1121,59,140.41,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Astrocyte-mediated control of cerebral blood flow within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,121); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nn1623,d4be6b880a0aa4b0f2679cb494d0aa62c09eb5d7,https://doi.org/10.1038/nn1623,,,JournalArticle,unknown,cerebral,
76,2006,Frequency Recognition Based on Canonical Correlation Analysis for SSVEP-Based BCIs,"Zhonglin Lin, Changshui Zhang, Wei Wu, Xiaorong Gao",IEEE Transactions on Biomedical Engineering,2006-11-20,1121,132,129.61,"EEG, MEG, and Electrophysiology",ECoG,"Positions Frequency Recognition Based on Canonical Correlation Analysis for SSVEP-Based BCIs within EEG, MEG, and Electrophysiology.","high citation signal (1,121)","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1109/TBME.2006.886577,66f70f08115cbeb3675d7127cbcfc2577b601167,https://doi.org/10.1109/TBME.2006.886577,,,JournalArticle,unknown,ecog,
