rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
62,1952,Studies on acute disseminated encephalomyelitis produced experimentally in rhesus monkeys. VII. The effect of cortisone.,"E. A. Kabat, Abner Wolf, A. Bezer",Journal of Immunology,1952-03-01,45,0,75.12,"Brain Development, Plasticity, and Connectomics",non-human,Large doses of cortisone prevented the local granulomatous response to the tubercle bacilli and the development of acute disseminated encephalomyelitis in rhesus monkeys injected with brain emulsions with adjuvants.,high citation signal (45); open-access PDF metadata,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.4049/jimmunol.68.3.265,fb96a4d2056f6c50d0e33ee474e49a0bbe20043a,https://doi.org/10.4049/jimmunol.68.3.265,https://journals.aai.org/jimmunol/article-pdf/68/3/265/1472113/ji0680030265.pdf,,JournalArticle,unknown,brain,Large doses of cortisone prevented the local granulomatous response to the tubercle bacilli and the development of acute disseminated encephalomyelitis in rhesus monkeys injected with brain emulsions with adjuvants.
63,1952,Survival of the Perfused Cat's Brain in the Absence of Glucose,"A. Geiger, J. Magnes, R. Geiger",Nature,1952-11-01,44,0,88.52,General Brain Science and Reviews,,Positions Survival of the Perfused Cat's Brain in the Absence of Glucose within General Brain Science and Reviews.,high citation signal (44); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/170754A0,cca876a54f641125a1426d82983bb4b93ae31f20,https://doi.org/10.1038/170754A0,,,JournalArticle,unknown,brain; brain in title,
64,1952,Neuropharmacology of peripheral nerve.,J. Toman,Pharmacological Reviews,1952-06-01,44,0,70.52,Cognitive and Systems Neuroscience,,"1. Some basic properties of peripheral nerve are discussed, together with notes their measurement and on some typical effects of drugs.",high citation signal (44),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/s0031-6997(25)07320-x,b17bed2450e6806e84486b7bbd2783df2497538d,https://doi.org/10.1016/s0031-6997(25)07320-x,,,JournalArticle,unknown,brain,"1. Some basic properties of peripheral nerve are discussed, together with notes their measurement and on some typical effects of drugs. 2. The actions of a variety of drugs on peripheral nerve are described. 3. A suggested empirical scheme is presented for the tentative classification drugs acting on peripheral nerve. 4. Interrelationships between drugs in several categories of mechanism of action discussed, with particular attention to the contradictory actions of presumed chemical mediators and blocking agents. 5. The applicability of modern peripheral nerve methodology to brain neuropharmacology is noted. 6. Some speculations are presented on the continuity between ""resting"" and ""active"" functions in nerve."
65,1952,Altered consciousness associated with brain-stem lesions.,M. Jefferson,Brain : a journal of neurology,1952-03-01,43,0,88.12,Clinical Neurology and Neurodegeneration,,Positions Altered consciousness associated with brain-stem lesions. within Clinical Neurology and Neurodegeneration.,high citation signal (43); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/75.1.55,7d0c3e9d5837ac10fc412037d4d001bbe210ca88,https://doi.org/10.1093/BRAIN/75.1.55,,,JournalArticle,unknown,brain; brain in title,
66,1952,Effects of some inorganic salts on the metabolic response of sections of mammalian cerebral cortex to electrical stimulation,"M. Gore, H. Mcilwain",Journal of Physiology,1952-08-28,42,0,81.9,General Brain Science and Reviews,stimulation,Positions Effects of some inorganic salts on the metabolic response of sections of mammalian cerebral cortex to electrical stimulation within General Brain Science and Reviews.,high citation signal (42); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1952.sp004761,8589422d5033f5fb0dcb14a0046a2fd1f1f2fedf,https://doi.org/10.1113/jphysiol.1952.sp004761,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.1952.sp004761,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
67,1952,Conversion of glucose to amino acids by brain and liver of the new-born mouse.,"R. Winzler, K. Moldave, M. Rafelson, H. Pearson",Journal of Biological Chemistry,1952-12-01,40,0,79.04,General Brain Science and Reviews,non-human,"In previous studies, 1 day-old mouse brain incubated with uniformly labeled C14-glucose was shown to incorporate significant amounts of radioactivity into the ""protein"" fraction (1).",high citation signal (40); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)38483-7,fd383a84b1eb72a2d37113006961212a2b88acb0,https://doi.org/10.1016/s0021-9258(18)38483-7,https://doi.org/10.1016/s0021-9258(18)38483-7,,JournalArticle,unknown,brain; brain in title,"In previous studies, 1 day-old mouse brain incubated with uniformly labeled C14-glucose was shown to incorporate significant amounts of radioactivity into the ""protein"" fraction (1). All of the non-essential amino acids except proline and all of the essential ones except threonine were radioactive and had roughly comparable specific activities (2). The turnover was of such a magnitude as to indicate that 5 to 12 per cent of the protein-bound amino acids were replaced with amino acids derived in part or in whole from glucose (2, 3). Thus, relatively extensive formation of essential amino acids in this system was indicated. The incorporation of uniformly labeled glucose into the protein-bound amino acids of certain other mouse tissues has now been investigated in vitro and in viva in order to determine whether such turnover occurs generally."
68,1952,The correlation of brain pattern and feeding habits in four species of cyprinid fishes,H. Evans,The Journal of comparative neurology,1952-08-01,40,0,88.04,Clinical Neurology and Neurodegeneration,non-human,Positions The correlation of brain pattern and feeding habits in four species of cyprinid fishes within Clinical Neurology and Neurodegeneration.,high citation signal (40); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900970108,833f27159d715ea2efd10679189b77f78ec78d09,https://doi.org/10.1002/cne.900970108,,,JournalArticle,unknown,brain; brain in title,
69,1952,"Subdural hematoma, a complication of operation for hydrocephalus.",F. M. Anderson,Pediatrics,1952-07-01,40,0,74.44,"EEG, MEG, and Electrophysiology",ECoG;human;non-human,Report is presented of three infants in whom subdural hematoma developed as a consequence of surgical treatment for hydrocephalus.,high citation signal (40); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1542/peds.10.1.11,01c4424d194e451d752b91e51007df4d0fa1f4a7,https://doi.org/10.1542/peds.10.1.11,,,JournalArticle,unknown,brain; ecog,"Report is presented of three infants in whom subdural hematoma developed as a consequence of surgical treatment for hydrocephalus. This complication was not recognized in the first patient, and was unsuccessfully dealt with in one of the others. Anatomic and physiologic features predisposing to subdural bleeding in hydrocephalic patients are outlined, and methods of prevention, diagnosis, and therapy are described. Success of operation is jeopardized and likelihood is increased of subsequent blindness, convulsions, and mental impairment in a hydrocephalic infant whose precariously adjusted brain is further damaged by this development."
70,1952,Action of Snake Venom on Acetylcholine Synthesis in Brain,"B. Braganca, J. H. Quastel",Nature,1952-04-26,38,0,85.94,General Brain Science and Reviews,,Positions Action of Snake Venom on Acetylcholine Synthesis in Brain within General Brain Science and Reviews.,high citation signal (38); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/169695A0,0edeb2ee6c6b0d19598d3ebfc1cbf46710e36cfe,https://doi.org/10.1038/169695A0,,,JournalArticle,unknown,brain; brain in title,
71,1952,BRAIN STEM HEMORRHAGES SECONDARY TO SUPRATENTORIAL SPACE-TAKING LESIONS,"J. Poppen, J. F. Kendrick, S. Hicks",Journal of Neuropathology and Experimental Neurology,1952-07-01,38,0,87.14,Clinical Neurology and Neurodegeneration,non-human,Positions BRAIN STEM HEMORRHAGES SECONDARY TO SUPRATENTORIAL SPACE-TAKING LESIONS within Clinical Neurology and Neurodegeneration.,high citation signal (38); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00005072-195207000-00004,1b8e02c0b45ea782a01689089ab11a928117beab,https://doi.org/10.1097/00005072-195207000-00004,,,JournalArticle,unknown,brain; brain in title,
72,1952,Modifications pendant la réaction d'arrét de berger de l'activité convulsive produite par l'application locale de strychnine sur le cortex cérébral du lapin,"G. C. Lairy-Bounes, M. Parma, A. Zanchetti",Unknown venue,1952-11-01,38,0,73.94,General Brain Science and Reviews,,Positions Modifications pendant la réaction d'arrét de berger de l'activité convulsive produite par l'application locale de strychnine sur le cortex cérébral du lapin within General Brain Science and Reviews.,high citation signal (38),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0013-4694(52)90082-5,71ad91890934c90e3ec89a206185935dbe8feb80,https://doi.org/10.1016/0013-4694(52)90082-5,,,paper,unknown,cortex; neuroscience term,
73,1952,Brain stem mechanisms in behavior.,W. R. Ingram,Electroencephalography and Clinical Neurophysiology,1952-11-01,37,1,75.88,"EEG, MEG, and Electrophysiology",EEG;human,"Positions Brain stem mechanisms in behavior. within EEG, MEG, and Electrophysiology.",high citation signal (37); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0013-4694(52)90072-2,453d3f63bed6367d866b27d2decd3f1a73e91b0c,https://doi.org/10.1016/0013-4694(52)90072-2,,,JournalArticle,unknown,brain; brain in title,
74,1952,"Localized Encephalitis, Brain Abscess and Subdural Empyema 1945-1950*","E. H. Botterell, C. Drake",Unknown venue,1952-07-01,37,0,74.68,General Brain Science and Reviews,ECoG,"Positions Localized Encephalitis, Brain Abscess and Subdural Empyema 1945-1950* within General Brain Science and Reviews.",high citation signal (37),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.3171/JNS.1952.9.4.0348,37f78660f7edc675cd65f691b67911b97b9f7042,https://doi.org/10.3171/JNS.1952.9.4.0348,,,paper,unknown,brain; brain in title,
75,1952,Electrophysiological studies of reflex activity in patients with lesions of the nervous system. II. Disclosure of normally suppressed monosynaptic reflex discharge of spinal motoneurones by lesions of lower brain-stem and spinal cord.,"Teasdall Rd, Park Am, Languth Hw, Magladery Jw",Unknown venue,1952-10-01,36,0,82.2,"Cellular, Molecular, and Synaptic Neuroscience",human,"Positions Electrophysiological studies of reflex activity in patients with lesions of the nervous system. II. Disclosure of normally suppressed monosynaptic reflex discharge of spinal motoneurones by lesions of lower brain-stem and spinal cord. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (36); human evidence signal,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,0993f453a820835a5f01b01fa9eeae451cc0a167,https://www.semanticscholar.org/paper/0993f453a820835a5f01b01fa9eeae451cc0a167,,,paper,unknown,brain; neuron; brain in title; neuroscience term,
76,1952,[Localization of function in cerebral cortex].,F. Visintini,Rivista di patologia nervosa e mentale,1952,36,0,75.0,General Brain Science and Reviews,,Positions [Localization of function in cerebral cortex]. within General Brain Science and Reviews.,high citation signal (36),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/brain/107.1.327,b20f9c61537351f53466357ef7064146bf852f96,https://doi.org/10.1093/brain/107.1.327,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
77,1952,Architectonic distribution of acetylcholinesterase in the frontal isocortex of psychotic and nonpsychotic patients.,"A. Pope, William Caveness, Livingston Ke",A M A Archives of Neurology & Psychiatry,1952-10-01,36,0,86.2,Clinical Neurology and Neurodegeneration,human,Positions Architectonic distribution of acetylcholinesterase in the frontal isocortex of psychotic and nonpsychotic patients. within Clinical Neurology and Neurodegeneration.,high citation signal (36); recognized venue; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEURPSYC.1952.02320220002001,0565d41a905ea0cbddba0bddf257e9714226d603,https://doi.org/10.1001/ARCHNEURPSYC.1952.02320220002001,,,JournalArticle,unknown,cortex; neuroscience term,
78,1952,Brain abscess associated with congenital heart disease.,"R. Glűck, J. W. Hall, L. D. Stevenson",Pediatrics,1952-02-01,35,1,72.5,General Brain Science and Reviews,,Positions Brain abscess associated with congenital heart disease. within General Brain Science and Reviews.,high citation signal (35),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,16b279af604a2607f18b7d9fc0bc8d74ee392acd,https://www.semanticscholar.org/paper/16b279af604a2607f18b7d9fc0bc8d74ee392acd,,,JournalArticle; Review,unknown,brain; brain in title,
79,1952,Anomalies of major cerebral arteries associated with congenital malformations of the brain.,"Vogel Fs, McClenahan Jl",Unknown venue,1952-07-01,34,0,74.0,General Brain Science and Reviews,,Positions Anomalies of major cerebral arteries associated with congenital malformations of the brain. within General Brain Science and Reviews.,high citation signal (34),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,390f143d8d2c09d1dd4a19118f5a58a29af3865e,https://www.semanticscholar.org/paper/390f143d8d2c09d1dd4a19118f5a58a29af3865e,,,paper,unknown,brain; cerebral; brain in title,
80,1952,Brain mechanisms and behavior with special reference to the rhinencephalon.,H. Kluver,The Journal-lancet,1952-12-01,34,0,72.0,Cognitive and Systems Neuroscience,,Positions Brain mechanisms and behavior with special reference to the rhinencephalon. within Cognitive and Systems Neuroscience.,high citation signal (34),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,68e8fe6dc9b501f3f3fb4b032c3429dc1ac77f17,https://www.semanticscholar.org/paper/68e8fe6dc9b501f3f3fb4b032c3429dc1ac77f17,,,JournalArticle,unknown,brain; brain in title,
81,1952,ADAPTATION OF GROUP B COXSACKIE VIRUS TO ADULT MOUSE PANCREAS,"G. Dalldorf, R. Gifford",Journal of Experimental Medicine,1952-10-31,34,0,71.4,General Brain Science and Reviews,human;non-human,An alteration of tissue tropism of a Coxsackie virus has been observed following different methods of propagation of the virus in animals.,high citation signal (34); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.96.5.491,963ecb7321004531a22958636c275652a5998ea8,https://doi.org/10.1084/jem.96.5.491,https://rupress.org/jem/article-pdf/96/5/491/1143384/491.pdf,,JournalArticle,unknown,brain,"An alteration of tissue tropism of a Coxsackie virus has been observed following different methods of propagation of the virus in animals. Tropism for the adult mouse pancreas, as described by Pappenheimer, appeared to be irrevocably lost following prolonged brain-to-brain transfer. It was present in the same strain on reisolation from human feces, was intensified following pancreas transfers, and suppressed by brain transfers. Pancreatotropism may be correlated with the titer of virus in the pancreas."
82,1952,DISORDERS OF PERCEPTION AND PERFORMANCE IN A CASE OF RIGHT-SIDÈD CEREBRAL THROMBOSIS,"R. Gilliatt, R. Pratt",Journal of Neurology Neurosurgery & Psychiatry,1952-11-01,33,0,80.47,Cognitive and Systems Neuroscience,,Positions DISORDERS OF PERCEPTION AND PERFORMANCE IN A CASE OF RIGHT-SIDÈD CEREBRAL THROMBOSIS within Cognitive and Systems Neuroscience.,high citation signal (33); recognized venue; open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/jnnp.15.4.264,6af1de9bd6bb426b7dc37d85e58bbb84c92104cb,https://doi.org/10.1136/jnnp.15.4.264,https://jnnp.bmj.com/content/jnnp/15/4/264.full.pdf,,JournalArticle,unknown,cerebral,
83,1952,[The recuperation period of the brain of warm blooded animals following complete ischemia].,"H. Gãnshirt, W. Zylka","Archiv für Psychiatrie und Nervenkrankheiten, vereinigt mit Zeitschrift für die gesamte Neurologie und Psychiatrie",1952,32,0,72.14,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"Positions [The recuperation period of the brain of warm blooded animals following complete ischemia]. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (32),"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1007/BF00355705,5356eec36a6e2e64af9268e358eba5dc465e7fdf,https://doi.org/10.1007/BF00355705,,,JournalArticle,unknown,brain; brain in title,
84,1952,Effects of barbiturate sedation on the brain in toxemia of pregnancy.,"M. McCall, H. W. Taylor",Journal of the American Medical Association,1952-05-03,32,0,72.14,General Brain Science and Reviews,non-human,Positions Effects of barbiturate sedation on the brain in toxemia of pregnancy. within General Brain Science and Reviews.,high citation signal (32),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1952.02930180053011,418e4ba59b6638b31460a03f8589e2f8b3a3cbe4,https://doi.org/10.1001/JAMA.1952.02930180053011,,,JournalArticle,unknown,brain; brain in title,
85,1952,Design for a Brain,W. Ashby,Unknown venue,1952,30,4,69.81,General Brain Science and Reviews,,Positions Design for a Brain within General Brain Science and Reviews.,high citation signal (30),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/aibsbulletin/2.5.15-f,c1620f7f6ff1878e4d150d9dd4e3a70426bd8a4c,https://doi.org/10.1093/aibsbulletin/2.5.15-f,,,paper,unknown,brain; brain in title,
86,1952,"Relative distribution patterns of three brain enzymes, carbonic anhydrase, choline esterase and acetyl phosphatase.","W. Ashby, R. F. Garzoli, E. M. Schuster",American Journal of Physiology,1952-07-01,30,0,72.81,General Brain Science and Reviews,,"Positions Relative distribution patterns of three brain enzymes, carbonic anhydrase, choline esterase and acetyl phosphatase. within General Brain Science and Reviews.",high citation signal (30); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/AJPLEGACY.1952.170.1.116,bbccdee19e8cd35aef1f82625992d9e877633da6,https://doi.org/10.1152/AJPLEGACY.1952.170.1.116,https://www.physiology.org/pb-assets/PDFs/2017-Legacy-1516816496183.pdf,,JournalArticle,unknown,brain; brain in title,
87,1952,Development of electrical activity in the cerebral cortex of the albino rat.,S. Crain,Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine,1952,29,0,72.42,"Brain Development, Plasticity, and Connectomics",non-human,"Positions Development of electrical activity in the cerebral cortex of the albino rat. within Brain Development, Plasticity, and Connectomics.",high citation signal (29),"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,3e742ffe3aaab3a4232e7c505a7ebefc7aabde1d,https://www.semanticscholar.org/paper/3e742ffe3aaab3a4232e7c505a7ebefc7aabde1d,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
88,1952,"Effect of thyroxin, thyroidectomy and 6-n-propyl-2-thiouracil on brain function.","D. M. Woodbury, R. E. Hurley, N. Lewis, M. McArthur, W. W. Copeland, J. Kirschvink, et al.",Journal of Pharmacology and Experimental Therapeutics,1952-11-01,29,0,70.42,General Brain Science and Reviews,non-human,"In order to elucidate the effects of thyroid function on central nervous activity, the thresholds for electrically- and chemically-induced seizures, the pattern of maximal electroshock convulsions and the duration of postictal depression were determined in normal, thyroxin-treated, thyroidectomized and propylthiouraciltreated rats.",high citation signal (29),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)05102-x,4961ef35ee716aadd3a8a3bc3eec06976e053b56,https://doi.org/10.1016/s0022-3565(25)05102-x,,,JournalArticle,unknown,brain; brain in title,"In order to elucidate the effects of thyroid function on central nervous activity, the thresholds for electrically- and chemically-induced seizures, the pattern of maximal electroshock convulsions and the duration of postictal depression were determined in normal, thyroxin-treated, thyroidectomized and propylthiouraciltreated rats. The results obtained were as follows: 1 . Thyroxin decreased electroshock threshold for minimal seizures (increased brain excitability), whereas thyroidectomy and propylthiouracil increased this threshold (decreased brain excitability). 2. Thyroxin decreased total duration of maximal (tonic-clonic) electroshock seizures by shortening the clonic phase. Thyroidectomy increased total duration by markedly prolonging the hindleg extensor component of the tonic phase whereas propyithiouracil increased total duration by prolonging the flexor component. 3. Thyroxin slightly accelerated and thyroidectomy markedly accelerated recovery from maximal electroshock seizures. In contrast, propylthiouracil moderately prolonged postictal recovery. 4. Thyroxin increased susceptibility to Metrazol-induced seizures, whereas thyroidectomy and propyithiouracil both decreased susceptibility to such seizures. Since certain effects of propylthiouracil unexpectedly differed from those of thyroidectomy, the possibility that propyLthiouracil has a direct depressant effect on the central nervous system must be considered. All the changes in seizure properties exhibited by the propyithiouracil-treated rats are characteristic of those caused by anticonvulsant drugs. A comparison of propyithiouracil with phenobarbital and diphenylhydantion is presented (table 4). Quantitative information has been presented which indicates the intimate relationship between brain function and level of activity of the thyroid gland."
89,1952,DIRECT MEASUREMENT OF INTERAVASCULAR PRESSURE IN COMPONENTS OF THE CIRCLE OF WILLIS: A CONTRIBUTION TO THE SURGERY OF CONGENITAL CEREBRAL ANEURYSMS AND VASCULAR ANOMALIES OF THE BRAIN,"B. Woodhall, G. Odom, B. Bloor, J. Golden",Annals of Surgery,1952-06-01,28,0,73.61,General Brain Science and Reviews,,Positions DIRECT MEASUREMENT OF INTERAVASCULAR PRESSURE IN COMPONENTS OF THE CIRCLE OF WILLIS: A CONTRIBUTION TO THE SURGERY OF CONGENITAL CEREBRAL ANEURYSMS AND VASCULAR ANOMALIES OF THE BRAIN within General Brain Science and Reviews.,high citation signal (28); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00000658-195206000-00017,f98447da7ec4948e717c8936d4dade5cec2699ec,https://doi.org/10.1097/00000658-195206000-00017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1802191,,JournalArticle,unknown,brain; cerebral; brain in title,
90,1952,Performance of brain-injured and familial mental defectives on the Bender Gestalt test.,G. Bensberg,Journal of Consulting Psychology,1952-02-01,28,0,68.61,General Brain Science and Reviews,,Positions Performance of brain-injured and familial mental defectives on the Bender Gestalt test. within General Brain Science and Reviews.,high citation signal (28),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/H0054836,360a8929e0eeaaa828578cb84e1267aaeaef1d84,https://doi.org/10.1037/H0054836,,,JournalArticle,unknown,brain; brain in title,
91,1952,The formation of amino acids from carbohydrate carbon in the mouse.,R. Steele,Journal of Biological Chemistry,1952-09-01,27,0,67.38,General Brain Science and Reviews,human;non-human,Ingested carbohydrate should supply some carbon to all of the carboncontaining compounds of the body with the possible exceptions of (1) the essential dietary constituents and (2) whatever other compounds are derived exclusively from the essential dietary constituents.,high citation signal (27); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)55576-9,f0cb6557660bb13190e09c54273a192afe2f6e48,https://doi.org/10.1016/s0021-9258(18)55576-9,https://doi.org/10.1016/s0021-9258(18)55576-9,,JournalArticle,unknown,brain,"Ingested carbohydrate should supply some carbon to all of the carboncontaining compounds of the body with the possible exceptions of (1) the essential dietary constituents and (2) whatever other compounds are derived exclusively from the essential dietary constituents. It has not been known, in the strict sense, whether or not the essential amino acids arise by net synthesis from carbohydrate carbon, but at rates much lower than the rates at which the non-essential and the partially dispensable amino acids are formed. Besides this, it is theoretically possible that metabolic routes exist whereby one of the carbon atoms of an essential amino acid exchanges with a carbon atom derived ultimately from sucrose. This would be analogous to the known replaceability of the a-amino nitrogen of most of the essential amino acids (l), and might imply the existence of a compound not normally present in the diet which could serve as a metabolic precursor for the essential amino acid in question. In a paper published after the present work was nearly completed Rafelson, Winder, and Pearson (2) reported that homogenates of mouse brain incubated with C14-glucose produce essential amino acids containing C14. They mention, without giving experimental details, that in "". . . 1 day-old mice injected with radioglucose, little or no incorporation of radioactive carbon from glucose into the essential amino acids was observed."" In the present communication it is shown that uniformly tagged C14sucrose, after ingestion by the adult mouse, does not contribute a detectable amount of carbon to any of a number of essential amino acids isolated from mouse proteins. Furthermore it is shown that synthesis from the carbon of ingested sucrose is not involved in the production of tyrosine by the adult mouse. This complements the evidence of Womack and Rose (3), Moss and Schoenheimer (4), and Udenfriend and Cooper (5), to the effect that phenylalanine is the principal precursor and probably t.he sole precursor of tyrosine in the rat."
